LineId,Date,Time,Level,Component,Content,GroupTemplate,GroupTokens,idxDynamicTok,DynamicTokList,StaticTokList,EventTemplate
571,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -98, init = 139, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['41', ','], ['-98', ','], ['139', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
572,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -99, init = 139, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['40', ','], ['-99', ','], ['139', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
573,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['40', ','], ['-95', ','], ['135', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
574,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)",83022d9836b4c27cc253bfa0ab0b97ea,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', 'B,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
575,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_4 stored as bytes in memory (estimated size 200.0 B, free 403.2 KB)",83022d9836b4c27cc253bfa0ab0b97ea,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', 'B,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
576,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_3 stored as bytes in memory (estimated size 194.0 B, free 403.4 KB)",83022d9836b4c27cc253bfa0ab0b97ea,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', 'B,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
577,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)",83022d9836b4c27cc253bfa0ab0b97ea,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', 'B,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
578,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block rdd_21_0 stored as bytes in memory (estimated size 244.0 B, free 403.8 KB)",83022d9836b4c27cc253bfa0ab0b97ea,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', 'B,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as bytes in memory (estimated size <*> B, free <*> KB)"
579,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = 19, init = 19, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['38', ','], ['19', ','], ['19', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
580,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = 20, init = 19, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['20', ','], ['19', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
581,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = 19, init = 19, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['38', ','], ['19', ','], ['19', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
582,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = 17, init = 23, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['40', ','], ['17', ','], ['23', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
583,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['626', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
584,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = 18, init = 24, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['42', ','], ['18', ','], ['24', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
585,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['638', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
586,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['639', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
587,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['636', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
588,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['612', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
589,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 643,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
590,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 16.0 (TID 643),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['643', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
591,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 657,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
592,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 16.0 (TID 657),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['657', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
593,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 671,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
594,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 16.0 (TID 671),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['671', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
595,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 678,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
596,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 25,7dd42265327239c49549a261d4608897,"['Started', 'reading', 'broadcast', 'variable', '<*>']",[],[],[],Started reading broadcast variable <*>
597,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 16.0 (TID 678),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['678', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
598,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 679,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
599,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 16.0 (TID 679),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['679', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
600,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25_piece0 stored as bytes in memory (estimated size 5.7 KB, free 409.5 KB)",78ff11bdb2baddb66f3f2ba1ac0bddfe,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', 'KB,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)"
601,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 25 took 11 ms,751c8376cbc1d0543e2188c56e562c26,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",[],[],[],Reading broadcast variable <*> took <*> ms
602,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_25 stored as values in memory (estimated size 10.1 KB, free 419.6 KB)",b8c7d1cab9f5369b82054b9af5144920,"['Block', '<*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '<*>', 'KB,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)"
603,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_0 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
604,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_4 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
605,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_3 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
606,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_2 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
607,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_21_1 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
608,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -104, init = 143, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['-104', ','], ['143', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
609,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -104, init = 145, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['41', ','], ['-104', ','], ['145', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
610,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['-106', ','], ['145', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
611,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -106, init = 145, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['-106', ','], ['145', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
612,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 43, boot = -104, init = 146, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['43', ','], ['-104', ','], ['146', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
613,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['671', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
614,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['678', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
615,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['679', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
616,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['643', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
617,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['657', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
618,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 692,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
619,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 17.0 (TID 692),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['692', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
620,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 706,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
621,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 17.0 (TID 706),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['706', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
622,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 716,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
623,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 17.0 (TID 716),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['716', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
624,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 718,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
625,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 26,7dd42265327239c49549a261d4608897,"['Started', 'reading', 'broadcast', 'variable', '<*>']",[],[],[],Started reading broadcast variable <*>
626,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 17.0 (TID 718),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['718', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
627,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 719,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
628,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 17.0 (TID 719),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['719', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
629,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)",78ff11bdb2baddb66f3f2ba1ac0bddfe,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', 'KB,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)"
630,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 26 took 10 ms,751c8376cbc1d0543e2188c56e562c26,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",[],[],[],Reading broadcast variable <*> took <*> ms
631,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_26 stored as values in memory (estimated size 9.7 KB, free 389.6 KB)",b8c7d1cab9f5369b82054b9af5144920,"['Block', '<*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '<*>', 'KB,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)"
632,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
633,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
634,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
635,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
636,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
637,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -69, init = 110, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['42', ','], ['-69', ','], ['110', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
638,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -71, init = 110, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['40', ','], ['-71', ','], ['110', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
